ID;Nobelprijs;Achternaam;Voornamen;Roepnaam;Geslacht;Titulatuur 1;geboortedatum;Geboorteplaats;Geboorteland;Sterfdatum;Sterfplaats;Land van overlijden;Examentype;Instelling;Datum;Proefschrift;Aanstelling I;Vakgebied I;Datum aanstelling I;Ambtsaanvaarding I;Leeropdracht I;Datum oratie I;Oratie/openbare les;Faculteit I;Einde dienstverband I;Reden I;Bijzonderheden I;Aanstelling II;Vakgebied II;Datum aanstelling II;ambtsaanvaarding II;Leeropdracht II (Onderwijs of Vakgebied);Datum oratie/openbare les II;Oratie/Openbare les II;Faculteit II;Einde dienstverband II;Reden II;Bijzonderheden II;Aanstelling III;Vakgebied III;Datum aanstelling III;Ambtsaanvaarding III;Leeropdracht III (Onderwijs of Vakgebied);Datum oratie/openbare les III;Oratie/openbare les III;Faculteit III;Einde dienstverband III;Reden III;Bijzonderheden III;Aanstelling IV;Vakgebied IV;Datum aanstelling IV;Ambtsaanvaarding IV;Leeropdracht IV (Onderwijs of Vakgebied);Datum oratie/openbare les IV;Oratie/openbare les IV;Faculteit IV;Einde dienstverband IV;Reden IV;Bijzonderheden IV;CV 1;CV 2;VIAF;Handle;NTA / PPN
2004;;Rang;Jacob Folkert;Jaap;Man;;1931-08-08;Amsterdam;Nederland;2016;;;Promotie;VU Amsterdam;1960;Kernproblemen van de algemene ouderdomsverzekering;Bijzonder Hoogleraar;;1972-09-04;1972-09-04;Gezondheidsrecht;1973-01-26;Patiëntenrecht;"Geneeskunde; Rechtsgeleerdheid";1982-01-01;Ontslag. Naar Rijksuniversiteit Utrecht.;Bijzonder Hoogleraar Rechtsgeleerdheid en Geneeskunde vanwege het Leids Universiteits Fonds.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1973 blz. 66.;205525922;;06834161X
1782;;Muller;Christiaan Alexander;;Man;;1923-04-18;Alkmaar;Nederland;2004-08-08;;;;;;;Buitengewoon Hoogleraar;Sterrenkunde;1959-08-24;;Techniek van de microgolven en hun toepassing in de sterrenkunde, natuurkunde en scheikunde.;1961-06-02;De microgolftechniek in de sterrenkunde;Wiskunde en Natuurwetenschappen;1972-02-01;Ontslag op verzoek;Naar Universiteit Twente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1961 blz. 173. 119;;;073524441
1997;;Raei;Johannes;;Man;;1622;Wageningen;Nederland;1702-11-30;Amsterdam;Nederland;;;;;Gewoon Lector;;1651-02-09;;;;;Wijsbegeerte;;;;Buitengewoon Hoogleraar;;1653-06-10;;;;;Wijsbegeerte;;;;Buitengewoon Hoogleraar;;1658-08-08;;Medische Instituten. 1660-02-02: Onderwees geen Medische Instituten meer;;;Geneeskunde;;;;Gewoon Hoogleraar;;1661-02-08;;;;;Wijsbegeerte;1668-11-12;Eervol ontslagen wegens benoeming als Hoogleraar te Amsterdam.;;(WIJSBEGEERTE, GENEESKUNDE) 1651-1668. Lector 1651-1653, Hoogleeraar;"zie: Molhuysen „Bronnen"" III; - van der Aa 10; - Gedenkboek van het Athenaeum en de Universiteit
van Amsterdam 1632-1932 blz. 659.";237880884;1625714;06996761X
2000;;Rahder;Johannes;;Man;;1898-12-27;Loeboeg Begalong;Nederlands-Indië;1988-03-03;Hamden;USA;Promotie;Utrecht;1926;Daśabhūmikasūtra;Gewoon Hoogleraar;Japans, Chinees en Koreaans;1931-01-15;;Japansche Taal- en Letterkunde;1931-09-25;Japanologische verkenningen;Letteren;1946-09-01;Ontslag op verzoek. Naar Yale University, New Haven, Conn, USA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1932 blz. 110.;112097763;;071219374
628;;Dijk;Roelof van;;Man;;1906-12-02;Beilen;Nederland;1962-06-16;Muiden;Nederland;Promotie;Leiden;1948;Samenleving en adatrechtsvorming;Gewoon Lector;"Nederlands-Indië;Staatsrecht";1945-10-10;;Staats- en administratief recht van Nederlands-Indië;;;Rechtsgeleerdheid;1949-08-29;Ontslag op verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;273551554;;073183512
755;;Evers;Johan Christian Gottlob;;Man;;1818-10-18;Den Haag;Nederland;1886-01-28;Den Haag;Nederland;Promotie;Leiden;1841;Dissertatio medica inauguralis, continens brevem conspectum morborum hoc anno in clinice C. Pruys van der Hoeven observatorum;Gewoon Hoogleraar;Pathologie;1864-06-01;;Geneeskunde en Pathologie;1864-09-23;;Geneeskunde;1873-05-01;Ontslag op eigen verzoek wegens slechte gezondheid;Rector Magnificus 1869-1870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1864-1873. Hoogleeraar.;zie: Nieuw Nederl. Biogr. Woordenboek IV K. 582.;288607492;1622845;140283420
1145;;Holmannus Secundus;Johannes;;Man;;1523;Staden;België;1586-12;Leiden;Nederland;;;;;Gewoon Hoogleraar;;1582-07-31;;;;;Godgeleerdheid;1586-12;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1582-1586. Hoogleeraar.;"zie: Molhuysen „Bronnen"" I; - Nieuw Nederl. Biogr. Woordenboek VIII K. 798.";30352149;;
1147;;Holmer;Albert Jan Marinus;;Man;;1899-05-08;Almelo;Nederland;1975-06-10;Renkum;Nederland;Promotie;Utrecht;1927;Histologisch onderzoek over den bouw der galcapillairen bij den mensch tevens in verband met de functie der levercellen;Gewoon Hoogleraar;Gynaecologie en verloskunde;1945-08-23;1945-11-02;Verloskunde en de leer der vrouwenziekten;1945-11-02;Beschouwingen over het verband tussen vorm en functie binnen het gebied van verloskunde en gynaecologie;Geneeskunde;1965-10-27;Ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1946 deel II blz. 45 en JB;236610267;;070595534
1307;;Kampen;Pieter Nicolaas van;;Man;;1878-06-30;Amsterdam;Nederland;1937-07-03;Leiden;Nederland;Promotie;Amsterdam;1904;De tympanaalstreek van den zoogdierschedel;Gewoon Hoogleraar;Biologie;1916-12-14;;Vergelijkende Anatomie en Physiologie;1917-02-14;;Wiskunde en Natuurwetenschappen;1931-03-19;Ontslag op eigen verzoek wegens gezondheidsredenen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1916-1931. Hoogleeraar.;"zie: C. J. van der Klaauw „het Hooger Onderwijs in de Zoölogie en zijne hulpmiddelen te
Leiden"", blz. 31; - Jaarboeken der R.U. te Leiden 1917 blz. 79 en 1937 blz. 77; - Gedenkboek
van het Athenaeum en de Universiteit van Amsterdam 1632-1932 blz. 610.";72134560;;069797242
1338;;Kerkhoff;Johan Hendrik Pieter van;;Man;;1863-08-24;Arnhem;Nederland;1937-02-28;Leiden;Nederland;;;;;Gewoon Lector;Dermatologie;1911-05-01;;Huid- en Geslachtsziekten;1911-10-16;;Geneeskunde;1928-09-01;Ontslag wegens opheffing van het Lectoraat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GENEESKUNDE) 1911-1928. Lector.;zie: Jaarboek der R.U. te Leiden 1937 blz. 16.;;;
1351;;Ketelaar;Jan Arnold Albert;;Man;;1908-04-21;Amsterdam;Nederland;2001-11-23;Lochem;Nederland;Promotie;Amsterdam;1933;Monomorphe overgangen in de kristalstructuren van zilverkwikjodide, aluminiumfloride en natriumnitraat;Gewoon Lector;Scheikunde;1940-05-07;;Anorganische en physische scheikunde in het bijzonder voor de propaedeuse;;;Wiskunde en Natuurwetenschappen;1941-09-16;Eervol ontslag op eigen verzoek;Naar Universiteit van Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79285984;;07231916X
1352;;Keuning;Johannes;;Man;;1911-07-12;Ternaard (gem. Dongeradeel);Nederland;1965-08-13;Leiden;Nederland;Promotie;Leiden;1948;Verwantschapsrecht en volksordening, huwelijksrecht en erfrecht in het Koeriagebied van Tapanoeli;Gewoon Hoogleraar;Internationaal Recht;1960-01-09;;Volksrecht en rechtsontwikkeling in de niet-westerse samenlevingen;1960-05-20;Enkele vraagstukken van de rechtsbedeling naar ongeschreven volksrecht in Afrika;Rechtsgeleerdheid;1965-08-13;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1960 blz. 155 en 1965/66 blz. 250.;265126852;;074206915
469;;Cohen;Ernst Max;;Man;;1916-05-26;Rotterdam;Nederland;2003-12-21;Wassenaar;Nederland;Promotie;Leiden;1950;Onderzoek naar de aard van de polyurie van alloxaandiabetische ratten;Buitengewoon Hoogleraar;Farmacie;1966-09-21;1960-01-01;Fundamentele farmacologie;1967-03-03;Fundamenteel facet;Geneeskunde;;;1971-11-25  Herbenoemd t/m 1973-08-31. -1974-04-01 Herbenoemd voor het tijdvak van 1973-09-01 tot 1974-09-01. -1974-09-13  Herbenoemd voor het tijdvak van 1974-09-01 tot 1975-09-01.;Onbezoldigd Buitengewoon Hoogleraar;Farmacie;1976-01-07;;Biologische Toxicologie;;;Geneeskunde;1984-08-01;1984 Ontslag;Voor het tijdvak van 1975-09-01 tot 1978-09-01. - 1979-03-14  Herbenoemd als onbezoldigd Buitengewoon Hoogleraar voro het tijdvak van 1978-09-01 tot 1981-09-01. - 1982-07-08 Herbenoemd voor het tijdvak van 1981-09-01 tot 1984-09-01.;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1967/68 blz. 231.;306154692;;067645429
2507;;Uhlenbeck;Eugenius Marius;Bob;Man;;1913-08-09;Den Haag;Nederland;2003;;;Promotie;Leiden;1949;De structuur van het Javaansche morpheem;Gewoon Hoogleraar;Aziatische Talen en Culturen;1949-12-13;1950-01-05;Javaanse taal- en letterkunde;1950-02-10;De tegenstelling Krama: Ngoka, haar positie in het Javaanse Taalsysteem;Letteren;1983-09-01;Eervol ontslag;"1958-08-04  Onderwijsopdracht aangevuld met: Algemene taalwetenshap. 1976-02-09 Diesrede: ""Taal- en taalwetenschap"". 1979-07-05 Wijziging vakgebied in: ""de Javaanse taal-en letterkunde""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1950 blz. 93.;112037496;;068320299
2508;;Uhlenbeck;George Eugène;;Man;;1900-12-06;Batavia;Nederlands-Indië;1988-10-31;Boulder;USA;Promotie;Leiden;1927;Over statistische methoden in de theorie der quanta;Buitengewoon Hoogleraar;Natuurkunde;1954-10-06;;Natuurkunde;1955-04-02;Oude en nieuwe vragen der natuurkunde;Wiskunde en Natuurwetenschappen;;;1954-10-06 buitengewoon hoogleraar wis-en natuurkunde voor een ander te bepalen tijdvak. 1955-10-10  Tijdvak vastgesteld van 1955-01-01 t/m 1955-04-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1955 blz. 118.;48754955;;107691272
510;;Crusius;Georgius Conradus;;Man;;1644-05-14;Zutphen;Nederland;1676-03-31;Leiden;Nederland;;;;;Gewoon Lector;Staatsrecht;1669-12-13;;Publiek Recht;;;Rechtsgeleerdheid;;;;Gewoon Hoogleraar;;1670-11-20;;;;;Rechtsgeleerdheid;1676-03-31;Overleden;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1669-1676. Lector 1669-1670, Hoogleeraar 1670-;"zie: Molhuysen „Bronnen"" III; - Nieuw Nederl. Biogr. Woordenboek III K. 269.";7779969;;069421161
267;;Boom;Jacobus Hubertus van;;Man;;1937-05-14;Simpelveld;Nederland;2004-07-31;Oegstgeest;Nederland;Promotie;Utrecht;1968;Isomerisaties en eliminaties door basen bij systemen met vier en met zes π-electronen;Gewoon Lector;Scheikunde;1975-11-21;1975-12-01;Organische chemie, in het bijzonder de chemie van de biomacromoleculen;;;Wiskunde en Natuurwetenschappen;;;;Gewoon Hoogleraar;Scheikunde;1978-10-21;;Organische chemie, in het bijzonder. de chemie van de biomacromoleculen;;;;2002-06;Eervol onstlag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;284050208;1276406;098207911
564;;Jahn;Karel Emil Oskar;;Man;;1906-03-26;Brno;Tsjechië (Tsjechoslowakije);1985-11-07;Utrecht;Nederland;Promotie;Praag;1931;;Buitengewoon Hoogleraar;Oosterse Talen;1953-07-24;;"Turks en Nieuw-Perzisch; 1972-12-14  Onderwijsopdracht voor Nieuw-Perzisch ingetrokken";1954-01-29;Enkele beschouwingen over de Geschiedenis en Beschaving der Oud-Turkse Volkeren;Letteren;1973-02-01;Ontslag wegens emeritaat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1954 blz. 117.;66852442;;068591039
566;;Janse;Jacobus Marinus;;Man;;1860-02-09;Middelburg;Nederland;1938-03-31;Zeist;Nederland;Promotie;Amsterdam;1885;De @medewerking der mergstralen aan de waterbeweging in het hout;Gewoon Hoogleraar;Biologie;1899-03-17;;Botanie;1899-11-01;;Wiskunde en Natuurwetenschappen;1930-09-15;Ontslag wegens emeritaat;Rector Magnificus 1914-1915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1899-1930. Hoogleeraar.;"zie: Jaarboek der RU. te Leiden 1938 blz. 79; - H. Veendorp en L G. M. Baas Becking in
Hortus Academicus Lugduno Batavus 1587-1937 blz. 177.";235531714;1655108;074967207
569;;Klein;Oskar Benjamin;;Man;;1894-09-15;Stockholm;Zweden;1977-02-05;Danderyd;Zweden;Promotie;Stockholm;1921;Zur statistischen Theorie der Suspensionen und Lösungen;Buitengewoon Hoogleraar;Natuurkunde;1964-07-03;;Theoretische Natuurkunde (Lorentz leerstoel);;;Wiskunde en Natuurwetenschappen;1964-07-31;;(Lorentzleerstoel) 1964-10-08 Tijdvak vastgesteld van 1963-10-01 t/m 1964-08-31. 1964-12-08 Tijdvak gewijzigd van: 1963-10-01 t/m 1964-07-31.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Lorentzleerstoel).  Theoretische Natuurkunde.;;69059654;;074252356
460;;Coets;Hendrik;Henric;Man;;eind 17de eeuw;Arnhem;Nederland;1730-01-23;Leiden;Nederland;;;;;Gewoon Lector;Nederduytsche Mathematique;1701-05-18;;Nederduitsche Mathematique;1701-06-27;;Wiskunde en Natuurwetenschappen;1730-01-23;Overleden;Aanvankelijk was zijn benoeming voor 3 jaar (na reeds enige jaren lessen in Mathesis te hebben gegeven). De opdracht werd verlengd en voortgezet tot aan zijn dood.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(NEDERDUITSCHE MATHÉMATIQUE) 1701-1730. Lector.;"zie: Molhuysen „Bronnen"" III en IV; - van der Aa III.";73925041;;07416189X
1804;;Nes;Hendrik Marinus van;;Man;;1862-03-31;Goeree;Nederland;1946-08-18;Leiden;Nederland;Promotie/Promotie;Amsterdam / Amsterdam;1887/1891;Het Nieuwe Testament in de Clementinen / Specimen literarium inaugurale de Homerica quaestione, quatenus mythologicis illustretur;Gewoon Hoogleraar;"Ethiek;Geschiedenis van de Godsdienst";1907;;De Zendingsgeschiedenis, het Kerkrecht en de Christelijke Ethiek;1907-09-18;Suprahistorisch;Godgeleerdheid;1932-09-21;Emeritus.;Hoogleraar Godgeleerdheid vanwege de Nederlandse Hervormde kerk.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"zie: JB der R.U. te Leiden 1932 blz. 197 en In Mem. 1946 deel II blz. 66 en JB
            Mij. der Ned. Letterk.";283884033;;071832750
748;;Enschedé;Christiaan Justus;;Man;;1911-12-29;Amsterdam;Nederland;2000-07-23;;Nederland;;;;;Bijzonder Hoogleraar;Staatsrecht;1979-05-03;1979-09-01;Recht, macht en wetenschap (Cleveringa leerstoel);1979-11-26;De macht van de rechtswetenschap. Overheidsbeleid en maatschappijwetenschappen;Rechtsgeleerdheid;1980-09-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"(Cleveringaleerstoel) voor het tijdvak van 1 sept. 1979 tot 1 sept. 1980.
             Recht, macht en wetenschap.";;72685891;;068176007
749;;Episcopius;Simon;;Man;;1583-01-08;Amsterdam;Nederland;1643-04-04;Amsterdam;Nederland;;;;;Gewoon Hoogleraar;;1612-02-16;;;;;Godgeleerdheid;1619-04;Afgezet als Remonstrant.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1612-1619. Hoogleeraar.;"zie: Molhuysen „Bronnen"" II; - Nieuw Nederl. Biogr Woordenboek I K 829; - Gedenkboek
van het Athenaeum en de Universiteit van Amsterdam 1632-1932 blz. 582.";88845230;"1624749; 1582012; 1581932; 1620453; 1623902; 1622599; 1623876; 1622930; 1625456; 1621687; 1620929; 1624218; 1620825; 1623891; 1619848; 1622214; 1619607; 1622521";069281386
752;;Esveld;Nicolaas Ernst Herman van;;Man;;1915-07-20;Leeuwarden;Nederland;1976-08-30;Rotterdam;Nederland;Promotie;Leiden;1941;Verplichte ouderdomsverzekering voor kleine zelfstandigen;Gewoon Hoogleraar;;1966-10-17;1967-01-01;Sociaal Recht;1967-01-27;Sociale rechtsvorming;Rechtsgeleerdheid;1976-08-30;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1967/68 blz. 233 en JB 1975-1980 In Mem. blz 119.;286180986;1662903;068338309
1926;;Pijnappel;Jan;;Man;;1822-11-17;Amsterdam;Nederland;1901-09-14;Nijmegen;Nederland;Promotie;Leiden;1845;Specimen literarium inaugurale continens vitas ex lexico biographico ʾIbn- Ċallicānis;Gewoon Hoogleraar;Aziatische Talen en Culturen;1877-09-11;;Maleis;1877-10-17;;Letteren;1889-09-17;1889-08-04  Ontslag op eigen verzoek, ingaand 1889-09-17.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(LETTEREN EN WIJSBEGEERTE) 1877-1889. Hoogleeraar.;"zie: A. C. Vreede in „Bijdragen tot de Taal- en Volkenkunde van Nederlandsch-Indië"", 6 no. X;
- Nieuw Nederl. Biogr. Woordenboek II K. 1142.";41706080;;072594365
1927;;Pijper;Fredrik;;Man;;1859-01-09;Hoogwoud;Nederland;1926-02-26;Rotterdam;Nederland;Promotie;Leiden;1883;Jan Utenhove : zijn leven en zijne werken;Gewoon Hoogleraar;Geschiedenis van de Godsdienst;1897-02-20;;De Geschiedenis van het Christendom en de Geschiedenis van de Leerstellingen van den Christelijken Godsdienst;1897-05-05;;Godgeleerdheid;1924-09-15;1924-07-08  Ontslag op eigen verzoek, ingaand 1924-09-15;Rector Magnificus 1911-1912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1897-1924. Hoogleeraar.;"zie: A. Eekhof in Levensberichten van de Mij. der Nederl. Letterkunde te Leiden 1925-1926; -
Jaarboek der R.U. te Leiden 1926 blz. 124.";49006539;1581960;070061513
1939;;Pluygers;Willem George;;Man;;1812-02-18;Zwolle;Nederland;1880-04-30;Leiden;Nederland;Promotie;Leiden;1836;Specimen academicum litterarium, continens diatriben de Demade;Gewoon Hoogleraar;Klassieke Archeologie;1862-07-13;;Latijn en Grieksche Oudheden;1862-09-19;;Archeologie;1879-09-01;1879-06-08  Ontslag op eigen verzoek als Hoogleraar en Bibliothecaris, ingaand 1879-09-01.;1858 Bibliothecaris.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(BESPIEGELENDE WIJSBEGEERTE EN LETTEREN EN BIBLIOTHECARIS) 1858-;;49971887;1625412;06988840X
2281;;Sluys  Veer;Jaap van der;;Man;;1928-04-01;Haarlem;Nederland;1998-07-03;Nieuwegein;Nederland;Promotie;Leiden;1968;Een onderzoek over osteoporose bij het syndroom van Cushing met behulp van tetracycline en radioactief calcium;Gewoon Lector;Inwendige Geneeskunde;1969-07-08;;Inwendige geneeskunde, met een bijzondere opdracht voor stofwisselingsziekten en endocrinologie;;;Geneeskunde;1972-06-14;Eervol ontslag op verzoek;Naar Rijksuniversiteit Utrecht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;283121914;;069450498
1484;;Kuenen;Abraham;;Man;;1828-09-16;Haarlem;Nederland;1891-12-10;Leiden;Nederland;Promotie;Leiden;1851;Specimen theologicum continens Geneseos libri capita triginta quatuor priora ex Arabica Pentateuchi Samaritani versione nunc primum edita cum prolegomenis;Buitengewoon Hoogleraar;"Bijbelwetenschap;Nieuwe Testament";1852-12-30;;De Uitlegkunde van de boeken van het Nieuwe Testament en de Geschiedenis van de boeken van het Oude Testament;1853-03-12;;Godgeleerdheid;;;Rector Magnificus 1861-1862;Gewoon Hoogleraar;"Bijbelwetenschap;Nieuwe Testament";1855-09-10;;De Uitlegkunde van de boeken van het Nieuwe Testament en de Geschiedenis van de boeken van het Oude Testament.;;;;1891-12-10;Overleden;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1852-1891. Hoogleeraar.;"zie: Nieuw Nederl. Biogr. Woordenboek II K. 734; - H. Oort in „de Gids"" 1893; - C. P. Thiele
in Jaarboek der Koninklijke Akademie van Wetenschappen 1892; - A. J. Wensinck in „Pallas
Leidensis MCMXXV""
94 KEUNEN - DE LAAT DE KANTER";102316674;;068926111
1485;;Kuenen;Johannes Petrus;;Man;;1866-10-11;Leiden;Nederland;1922-09-25;Leiden;Nederland;Promotie;Leiden;1892;Metingen betreffende het oppervlak van Van der Waals voor mengsels van koolzuur en chloormethyl;Gewoon Hoogleraar;Natuurkunde;1906-12-22;;Natuurkunde;1907-02-25;;Wiskunde en Natuurwetenschappen;1922-09-25;Overleden;Rector Magnificus 1922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1906-1922. Hoogleeraar.;"zie: H. Kamerlingh Onnes in „Nature"" C X 1922; - W. J. de Haas in de Gids 86 IV 1922;
- H. A. Lorentz in de Gids 86 IV 1922; - L. Knappert in Leidsch Jaarboekje 1923-1924;
- C. A. Crommelin in den Almanak van het Leidsch Studenten Corps, 1923.";17593553;"1581982; 1623273";070355533
1651;;Mandelkow;Karl Robert;;Man;;1926-12-07;Hamburg;Duitsland;2008-08-06;;Duitsland;Promotie;Hamburg;1958;Hermann Brochs Romantrilogie Die Schlafwandler;Gewoon Hoogleraar;Duitse Taal- en Letterkunde;1965-06-11;;Duitse Letterkunde;1966-01-21;Orpheus en de machine;Letteren;1970-04-01;Ontslag op verzoek. Naar Universiteit van Hamburg.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1966/67 blz. 228.;19692982;;068248024
1652;;Manen;Willem Christiaan van;;Man;;1842-08-08;Noordeloos;Nederland;1905-07-12;Leiden;Nederland;Promotie;Utrecht;1865;Onderzoek naar de echtheid van Paulus' Eersten Brief aan de Thessalonicensen;Gewoon Hoogleraar;"Bijbelwetenschap;Nieuwe Testament";1885-04-25;;Oudchristelijke Letterkunde en de Uitlegging van het Nieuwe Testament;1885-09-23;;Godgeleerdheid;1903-09-21;Ontslag op eigen verzoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(GODGELEERDHEID) 1885-1903. Hoogleeraar.;zie: K. H. Roessingh in Pallas Leidensis MCMXXV.;59890715;1581833;073521310
3086;;Sylvius;Franciscus de le Boë;;Man;;1614;Hanau;Duitsland;1672;Leiden;Nederland;Promotie;Bazel;1637 / 1669;Disputatio medica de animali ajusque laesionibus / Disputatio medica inauguralis, de phthis / Disputatio medica inauguralis, de suffocatione hypochondriaca;Gewoon Hoogleraar;Heelkunde;1658-04-10;;Geneeskunde;1658-09-17;De hominis cognitione;Geneeskunde;1672-11-14;;8 februari 1666: tevens hoogleraar scheikunde tot aan zijn dood in 1672. Rector Magnificus 1669-1670;;;;;;;;;1672;Overleden;;;;;;;;;;;;;;;;;;;;;;;;;;3300220;"1623298; 1620892; 1620293; 1623313; 1621249; 1625546; 1624435";070721653
210;;Blok;Nico;;Man;;1913-06-29;Rotterdam;Nederland;1985-05-03;Amersfoort;Nederland;;;;;Buitengewoon Hoogleraar;Burgerlijk Recht;1964-07-03;1964-09-01;Engels Privaatrecht;1965-04-02;Lord Mansfield en Lord Denning;Rechtsgeleerdheid;;;;Gewoon Hoogleraar;Burgerlijk Recht;1967-05-12;;Engels Privaatrecht;;;;1982-02-01;Eervol ontslag;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden blz. 1965 blz. 230.;280972841;;071789200
213;;Blom;Durk van;;Man;;1877-12-19;Leeuwarden;Nederland;1938-11-29;Leiden;Nederland;Promotie;Leiden;1900;Stellingen;Gewoon Hoogleraar;Staatsrecht;1915-10-18;;Staathuishoudkunde en statistiek;1916-01-19;;Rechtsgeleerdheid;1938-11-29;Overleden;Rector Magnificus 1933-1934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(RECHTSGELEERDHEID) 1915-1938. Hoogleeraar.;"zie o.a.: Jaarboek der R.U. te Leiden 1916 blz. 75; - Jaarboek der R.U. te Leiden 1939 blz. 79; -
E. M. Meyers in Jaarboek der Kon. Nederl. Akademie van Wetenschappen 1938-1939
blz. 191-204; - J. H. Boeke in Jaarboek van de Mij. der Nederl. Letterkunde te";49610299;"1581905; 1660419";067621570
216;;Blomhert;Gosuinus;;Man;;1913-02-14;Amsterdam;Nederland;1976-02-10;Leiden;Nederland;Promotie;Amsterdam;1951;Over de zogenaamde waterdiurese;Buitengewoon Lector;Inwendige Geneeskunde;1971-07-31;1971-09-01;Inwendige geneeskunde met als bijzondere opdracht de coördinatie van het onderwijs in de Gemeenteziekenhuizen te 's-Gravenhage;1972-04-18;Een schijnbaar eenvoudig probleem. Enkele beschouwingen over de zogenaamde affiliatie;Geneeskunde;1976-09-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;zie: JB LUF 1972 blz. 75 en JB der R.U. te Leiden 1975-1980 In. Mem. blz. 107.;289673576;;069910049
217;;Blume;Carl Ludwig;;Man;;1796-06-09;Braunschweig;Duitsland;1862-02-03;Leiden;Nederland;;;;;Honorair Hoogleraar;Biologie;1831;;;;;Wiskunde en Natuurwetenschappen;1862-02-03;Overleden;;;;;;;;;;;;1826 Directeur van het Rijksherbarium.;;;;;;;;;;;;;;;;;;;;;;;(Wis- EN NATUURKUNDE) 1831-1862. Honorair Hoogleeraar.;"zie: Nieuw Nederl. Biogr. Woordenboek VIII K. 132; - van der Aa 12 Aanhangsel; - Brockhaus
Conservations Lexikon letter B; - H. Veendorp en L. G. M. Baas Becking in: Hortus
Academicus Lugduno Batavus 1587-1937 blz. 143.";8133425;"1655095; 1621604; 1619579; 1621061";071321446
236;;Boer;Willem den;Wim;Man;;1914-10-04;Rotterdam;Nederland;1993-02-16;Leiden;Nederland;Promotie;Leiden;1940;De allegorese in het werk van Clemens Alexandrinus;Buitengewoon Hoogleraar;Geschiedenis;1946-02-07;1946-04-02;Oude Geschiedenis;1946-05-03;Nationalisme in Griekenland gedurende de 5e eeuw voor Christus;Letteren;;;;Gewoon Hoogleraar;Geschiedenis;1950-12-20;;Oude Geschiedenis;;;;1979-11-01;Eervol ontslag wegens emeritaat;"Rector Magnificus 1963-1964. 1964-02-09 Diesrede: ""Scaliger en Perizonius"". 1979-10-26 Afscheidscollege: ""Gehoorzaamheid als godsdienstig verschijnsel""";;;;;;;;;;;;;;;;;;;;;;;;zie: JB der R.U. te Leiden 1946 deel II blz. 51.;85159134;;068591748
